Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,33247,2010,05,28,25.5,1,Y
IDCJAC0010,33247,2010,05,29,26.1,1,Y
IDCJAC0010,33247,2010,05,30,27.2,1,Y
IDCJAC0010,33247,2010,05,31,25.2,1,Y
IDCJAC0010,33247,2010,06,01,,,
IDCJAC0010,33247,2010,06,02,26.0,1,Y
IDCJAC0010,33247,2010,06,03,26.5,1,Y
IDCJAC0010,33247,2010,06,04,25.5,1,Y
IDCJAC0010,33247,2010,06,05,25.4,1,Y
IDCJAC0010,33247,2010,06,06,25.2,1,Y
IDCJAC0010,33247,2010,06,07,22.7,1,Y
IDCJAC0010,33247,2010,06,08,24.2,1,Y
IDCJAC0010,33247,2010,06,09,27.1,1,Y
IDCJAC0010,33247,2010,06,10,25.1,1,Y
IDCJAC0010,33247,2010,06,11,23.6,1,Y
IDCJAC0010,33247,2010,06,12,23.5,1,Y
IDCJAC0010,33247,2010,06,13,22.8,1,Y
IDCJAC0010,33247,2010,06,14,26.4,1,Y
IDCJAC0010,33247,2010,06,15,24.6,1,Y
IDCJAC0010,33247,2010,06,16,26.1,1,Y
IDCJAC0010,33247,2010,06,17,26.3,1,Y
IDCJAC0010,33247,2010,06,18,26.3,1,Y
IDCJAC0010,33247,2010,06,19,25.4,1,Y
IDCJAC0010,33247,2010,06,20,23.0,1,Y
IDCJAC0010,33247,2010,06,21,25.8,1,Y
IDCJAC0010,33247,2010,06,22,26.0,1,Y
IDCJAC0010,33247,2010,06,23,25.5,1,Y
IDCJAC0010,33247,2010,06,24,26.0,1,Y
IDCJAC0010,33247,2010,06,25,24.7,1,Y
IDCJAC0010,33247,2010,06,26,25.5,1,Y
IDCJAC0010,33247,2010,06,27,25.1,1,Y
IDCJAC0010,33247,2010,06,28,,,
IDCJAC0010,33247,2010,06,29,26.6,1,Y
IDCJAC0010,33247,2010,06,30,27.0,1,Y
IDCJAC0010,33247,2010,07,01,26.7,1,Y
IDCJAC0010,33247,2010,07,02,25.7,1,Y
IDCJAC0010,33247,2010,07,03,26.0,1,Y
IDCJAC0010,33247,2010,07,04,22.5,1,Y
IDCJAC0010,33247,2010,07,05,25.5,1,Y
IDCJAC0010,33247,2010,07,06,26.3,1,Y
IDCJAC0010,33247,2010,07,07,26.8,1,Y
IDCJAC0010,33247,2010,07,08,22.8,1,Y
IDCJAC0010,33247,2010,07,09,23.2,1,Y
IDCJAC0010,33247,2010,07,10,25.4,1,Y
IDCJAC0010,33247,2010,07,11,25.8,1,Y
IDCJAC0010,33247,2010,07,12,25.5,1,Y
IDCJAC0010,33247,2010,07,13,27.2,1,Y
IDCJAC0010,33247,2010,07,14,27.6,1,Y
IDCJAC0010,33247,2010,07,15,26.1,1,Y
IDCJAC0010,33247,2010,07,16,23.5,1,Y
IDCJAC0010,33247,2010,07,17,25.1,1,Y
IDCJAC0010,33247,2010,07,18,25.6,1,Y
IDCJAC0010,33247,2010,07,19,26.5,1,Y
IDCJAC0010,33247,2010,07,20,26.3,1,Y
IDCJAC0010,33247,2010,07,21,24.8,1,Y
IDCJAC0010,33247,2010,07,22,24.3,1,Y
IDCJAC0010,33247,2010,07,23,24.7,1,Y
IDCJAC0010,33247,2010,07,24,25.9,1,Y
IDCJAC0010,33247,2010,07,25,26.0,1,Y
IDCJAC0010,33247,2010,07,26,23.5,1,Y
IDCJAC0010,33247,2010,07,27,24.0,1,Y
IDCJAC0010,33247,2010,07,28,26.0,1,Y
IDCJAC0010,33247,2010,07,29,27.3,1,Y
IDCJAC0010,33247,2010,07,30,28.3,1,Y
IDCJAC0010,33247,2010,07,31,29.3,1,Y
IDCJAC0010,33247,2010,08,01,28.1,1,Y
IDCJAC0010,33247,2010,08,02,26.9,1,Y
IDCJAC0010,33247,2010,08,03,22.2,1,Y
IDCJAC0010,33247,2010,08,04,22.9,1,Y
IDCJAC0010,33247,2010,08,05,25.2,1,Y
IDCJAC0010,33247,2010,08,06,26.8,1,Y
IDCJAC0010,33247,2010,08,07,23.6,1,Y
IDCJAC0010,33247,2010,08,08,24.5,1,Y
IDCJAC0010,33247,2010,08,09,26.1,1,Y
IDCJAC0010,33247,2010,08,10,29.1,1,Y
IDCJAC0010,33247,2010,08,11,21.4,1,Y
IDCJAC0010,33247,2010,08,12,25.3,1,Y
IDCJAC0010,33247,2010,08,13,22.8,1,Y
IDCJAC0010,33247,2010,08,14,25.3,1,Y
IDCJAC0010,33247,2010,08,15,29.5,1,Y
IDCJAC0010,33247,2010,08,16,27.5,1,Y
IDCJAC0010,33247,2010,08,17,25.1,1,Y
IDCJAC0010,33247,2010,08,18,26.4,1,Y
IDCJAC0010,33247,2010,08,19,28.9,1,Y
IDCJAC0010,33247,2010,08,20,30.0,1,Y
IDCJAC0010,33247,2010,08,21,25.3,1,Y
IDCJAC0010,33247,2010,08,22,27.0,1,Y
IDCJAC0010,33247,2010,08,23,30.7,1,Y
IDCJAC0010,33247,2010,08,24,31.2,1,Y
IDCJAC0010,33247,2010,08,25,27.0,1,Y
IDCJAC0010,33247,2010,08,26,18.3,1,Y
IDCJAC0010,33247,2010,08,27,20.7,1,Y
IDCJAC0010,33247,2010,08,28,25.1,1,Y
IDCJAC0010,33247,2010,08,29,23.7,1,Y
IDCJAC0010,33247,2010,08,30,26.0,1,Y
IDCJAC0010,33247,2010,08,31,26.4,1,Y
IDCJAC0010,33247,2010,09,01,26.1,1,Y
IDCJAC0010,33247,2010,09,02,26.9,1,Y
IDCJAC0010,33247,2010,09,03,27.7,1,Y
IDCJAC0010,33247,2010,09,04,27.2,1,Y
IDCJAC0010,33247,2010,09,05,31.1,1,Y
IDCJAC0010,33247,2010,09,06,24.3,1,Y
IDCJAC0010,33247,2010,09,07,23.4,1,Y
IDCJAC0010,33247,2010,09,08,27.6,1,Y
IDCJAC0010,33247,2010,09,09,28.7,1,Y
IDCJAC0010,33247,2010,09,10,31.3,1,Y
IDCJAC0010,33247,2010,09,11,29.6,1,Y
IDCJAC0010,33247,2010,09,12,27.6,1,Y
IDCJAC0010,33247,2010,09,13,28.3,1,Y
IDCJAC0010,33247,2010,09,14,31.2,1,Y
IDCJAC0010,33247,2010,09,15,35.0,1,Y
IDCJAC0010,33247,2010,09,16,30.1,1,Y
IDCJAC0010,33247,2010,09,17,28.0,1,Y
IDCJAC0010,33247,2010,09,18,27.5,1,Y
IDCJAC0010,33247,2010,09,19,,,
IDCJAC0010,33247,2010,09,20,,,
IDCJAC0010,33247,2010,09,21,28.0,1,Y
IDCJAC0010,33247,2010,09,22,27.5,1,Y
IDCJAC0010,33247,2010,09,23,28.6,1,Y
IDCJAC0010,33247,2010,09,24,27.5,1,Y
IDCJAC0010,33247,2010,09,25,27.8,1,Y
IDCJAC0010,33247,2010,09,26,28.4,1,Y
IDCJAC0010,33247,2010,09,27,29.6,1,Y
IDCJAC0010,33247,2010,09,28,29.7,1,Y
IDCJAC0010,33247,2010,09,29,31.7,1,Y
IDCJAC0010,33247,2010,09,30,27.3,1,Y
IDCJAC0010,33247,2010,10,01,27.4,1,Y
IDCJAC0010,33247,2010,10,02,26.4,1,Y
IDCJAC0010,33247,2010,10,03,27.9,1,Y
IDCJAC0010,33247,2010,10,04,28.2,1,Y
IDCJAC0010,33247,2010,10,05,29.3,1,Y
IDCJAC0010,33247,2010,10,06,,,
IDCJAC0010,33247,2010,10,07,29.6,1,Y
IDCJAC0010,33247,2010,10,08,29.4,1,Y
IDCJAC0010,33247,2010,10,09,29.2,1,Y
IDCJAC0010,33247,2010,10,10,26.0,1,Y
IDCJAC0010,33247,2010,10,11,27.6,1,Y
IDCJAC0010,33247,2010,10,12,29.2,1,Y
IDCJAC0010,33247,2010,10,13,27.3,1,Y
IDCJAC0010,33247,2010,10,14,28.0,1,Y
IDCJAC0010,33247,2010,10,15,30.9,1,Y
IDCJAC0010,33247,2010,10,16,27.8,1,Y
IDCJAC0010,33247,2010,10,17,25.9,1,Y
IDCJAC0010,33247,2010,10,18,26.3,1,Y
IDCJAC0010,33247,2010,10,19,27.5,1,Y
IDCJAC0010,33247,2010,10,20,27.4,1,Y
IDCJAC0010,33247,2010,10,21,23.3,1,Y
IDCJAC0010,33247,2010,10,22,27.6,1,Y
IDCJAC0010,33247,2010,10,23,27.7,1,Y
IDCJAC0010,33247,2010,10,24,28.5,1,Y
IDCJAC0010,33247,2010,10,25,29.3,1,Y
IDCJAC0010,33247,2010,10,26,29.4,1,Y
IDCJAC0010,33247,2010,10,27,30.0,1,Y
IDCJAC0010,33247,2010,10,28,29.9,1,Y
IDCJAC0010,33247,2010,10,29,29.4,1,Y
IDCJAC0010,33247,2010,10,30,29.5,1,Y
IDCJAC0010,33247,2010,10,31,29.9,1,Y
IDCJAC0010,33247,2010,11,01,31.7,1,Y
IDCJAC0010,33247,2010,11,02,29.2,1,Y
IDCJAC0010,33247,2010,11,03,28.8,1,Y
IDCJAC0010,33247,2010,11,04,25.2,1,Y
IDCJAC0010,33247,2010,11,05,28.1,1,Y
IDCJAC0010,33247,2010,11,06,29.1,1,Y
IDCJAC0010,33247,2010,11,07,27.8,1,Y
IDCJAC0010,33247,2010,11,08,25.6,1,Y
IDCJAC0010,33247,2010,11,09,28.2,1,Y
IDCJAC0010,33247,2010,11,10,26.4,1,Y
IDCJAC0010,33247,2010,11,11,28.5,1,Y
IDCJAC0010,33247,2010,11,12,26.8,1,Y
IDCJAC0010,33247,2010,11,13,27.1,1,Y
IDCJAC0010,33247,2010,11,14,29.0,1,Y
IDCJAC0010,33247,2010,11,15,27.2,1,Y
IDCJAC0010,33247,2010,11,16,29.3,1,Y
IDCJAC0010,33247,2010,11,17,29.5,1,Y
IDCJAC0010,33247,2010,11,18,25.9,1,Y
IDCJAC0010,33247,2010,11,19,27.3,1,Y
IDCJAC0010,33247,2010,11,20,24.6,1,Y
IDCJAC0010,33247,2010,11,21,27.5,1,Y
IDCJAC0010,33247,2010,11,22,27.8,1,Y
IDCJAC0010,33247,2010,11,23,26.7,1,Y
IDCJAC0010,33247,2010,11,24,27.9,1,Y
IDCJAC0010,33247,2010,11,25,27.1,1,Y
IDCJAC0010,33247,2010,11,26,28.5,1,Y
IDCJAC0010,33247,2010,11,27,29.0,1,Y
IDCJAC0010,33247,2010,11,28,29.6,1,Y
IDCJAC0010,33247,2010,11,29,29.0,1,Y
IDCJAC0010,33247,2010,11,30,25.1,1,Y
IDCJAC0010,33247,2010,12,01,26.5,1,Y
IDCJAC0010,33247,2010,12,02,28.7,1,Y
IDCJAC0010,33247,2010,12,03,27.4,1,Y
IDCJAC0010,33247,2010,12,04,30.9,1,Y
IDCJAC0010,33247,2010,12,05,32.9,1,Y
IDCJAC0010,33247,2010,12,06,,,
IDCJAC0010,33247,2010,12,07,30.5,1,Y
IDCJAC0010,33247,2010,12,08,30.3,1,Y
IDCJAC0010,33247,2010,12,09,31.2,1,Y
IDCJAC0010,33247,2010,12,10,30.9,1,Y
IDCJAC0010,33247,2010,12,11,32.0,1,Y
IDCJAC0010,33247,2010,12,12,28.9,1,Y
IDCJAC0010,33247,2010,12,13,32.2,1,Y
IDCJAC0010,33247,2010,12,14,31.3,1,Y
IDCJAC0010,33247,2010,12,15,31.3,1,Y
IDCJAC0010,33247,2010,12,16,33.0,1,Y
IDCJAC0010,33247,2010,12,17,33.7,1,Y
IDCJAC0010,33247,2010,12,18,33.8,1,Y
IDCJAC0010,33247,2010,12,19,30.5,1,Y
IDCJAC0010,33247,2010,12,20,32.3,1,Y
IDCJAC0010,33247,2010,12,21,28.8,1,Y
IDCJAC0010,33247,2010,12,22,29.4,1,Y
IDCJAC0010,33247,2010,12,23,28.7,1,Y
IDCJAC0010,33247,2010,12,24,26.8,1,Y
IDCJAC0010,33247,2010,12,25,28.3,1,Y
IDCJAC0010,33247,2010,12,26,28.0,1,Y
IDCJAC0010,33247,2010,12,27,29.9,1,Y
IDCJAC0010,33247,2010,12,28,30.6,1,Y
IDCJAC0010,33247,2010,12,29,29.6,1,Y
IDCJAC0010,33247,2010,12,30,30.5,1,Y
IDCJAC0010,33247,2010,12,31,29.9,1,Y
