Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,91126,2010,03,08,22.7,1,Y
IDCJAC0010,91126,2010,03,09,19.3,1,Y
IDCJAC0010,91126,2010,03,10,20.7,1,Y
IDCJAC0010,91126,2010,03,11,20.3,1,Y
IDCJAC0010,91126,2010,03,12,21.2,1,Y
IDCJAC0010,91126,2010,03,13,21.4,1,Y
IDCJAC0010,91126,2010,03,14,21.7,1,Y
IDCJAC0010,91126,2010,03,15,21.7,1,Y
IDCJAC0010,91126,2010,03,16,22.8,1,Y
IDCJAC0010,91126,2010,03,17,23.0,1,Y
IDCJAC0010,91126,2010,03,18,22.3,1,Y
IDCJAC0010,91126,2010,03,19,23.9,1,Y
IDCJAC0010,91126,2010,03,20,20.8,1,Y
IDCJAC0010,91126,2010,03,21,19.6,1,Y
IDCJAC0010,91126,2010,03,22,19.3,1,Y
IDCJAC0010,91126,2010,03,23,22.1,1,Y
IDCJAC0010,91126,2010,03,24,24.9,1,Y
IDCJAC0010,91126,2010,03,25,20.7,1,Y
IDCJAC0010,91126,2010,03,26,23.1,1,Y
IDCJAC0010,91126,2010,03,27,21.2,1,Y
IDCJAC0010,91126,2010,03,28,22.4,1,Y
IDCJAC0010,91126,2010,03,29,21.4,1,Y
IDCJAC0010,91126,2010,03,30,21.7,1,Y
IDCJAC0010,91126,2010,03,31,20.0,1,Y
IDCJAC0010,91126,2010,04,01,19.7,1,Y
IDCJAC0010,91126,2010,04,02,18.6,1,Y
IDCJAC0010,91126,2010,04,03,17.8,1,Y
IDCJAC0010,91126,2010,04,04,18.5,1,Y
IDCJAC0010,91126,2010,04,05,20.1,1,Y
IDCJAC0010,91126,2010,04,06,19.2,1,Y
IDCJAC0010,91126,2010,04,07,19.8,1,Y
IDCJAC0010,91126,2010,04,08,21.9,1,Y
IDCJAC0010,91126,2010,04,09,19.3,1,Y
IDCJAC0010,91126,2010,04,10,17.8,1,Y
IDCJAC0010,91126,2010,04,11,17.3,1,Y
IDCJAC0010,91126,2010,04,12,19.9,1,Y
IDCJAC0010,91126,2010,04,13,19.6,1,Y
IDCJAC0010,91126,2010,04,14,19.1,1,Y
IDCJAC0010,91126,2010,04,15,20.1,1,Y
IDCJAC0010,91126,2010,04,16,19.0,1,Y
IDCJAC0010,91126,2010,04,17,20.3,1,Y
IDCJAC0010,91126,2010,04,18,20.6,1,Y
IDCJAC0010,91126,2010,04,19,20.4,1,Y
IDCJAC0010,91126,2010,04,20,20.7,1,Y
IDCJAC0010,91126,2010,04,21,19.5,1,Y
IDCJAC0010,91126,2010,04,22,18.1,1,Y
IDCJAC0010,91126,2010,04,23,18.3,1,Y
IDCJAC0010,91126,2010,04,24,18.1,1,Y
IDCJAC0010,91126,2010,04,25,16.6,1,Y
IDCJAC0010,91126,2010,04,26,16.8,1,Y
IDCJAC0010,91126,2010,04,27,15.5,1,Y
IDCJAC0010,91126,2010,04,28,16.2,1,Y
IDCJAC0010,91126,2010,04,29,16.4,1,Y
IDCJAC0010,91126,2010,04,30,19.1,1,Y
IDCJAC0010,91126,2010,05,01,17.6,1,Y
IDCJAC0010,91126,2010,05,02,17.2,1,Y
IDCJAC0010,91126,2010,05,03,18.4,1,Y
IDCJAC0010,91126,2010,05,04,18.4,1,Y
IDCJAC0010,91126,2010,05,05,16.0,1,Y
IDCJAC0010,91126,2010,05,06,15.8,1,Y
IDCJAC0010,91126,2010,05,07,18.4,1,Y
IDCJAC0010,91126,2010,05,08,17.1,1,Y
IDCJAC0010,91126,2010,05,09,17.3,1,Y
IDCJAC0010,91126,2010,05,10,19.0,1,Y
IDCJAC0010,91126,2010,05,11,13.6,1,Y
IDCJAC0010,91126,2010,05,12,13.6,1,Y
IDCJAC0010,91126,2010,05,13,14.1,1,Y
IDCJAC0010,91126,2010,05,14,14.4,1,Y
IDCJAC0010,91126,2010,05,15,15.8,1,Y
IDCJAC0010,91126,2010,05,16,14.5,1,Y
IDCJAC0010,91126,2010,05,17,15.8,1,
IDCJAC0010,91126,2010,05,18,15.7,1,Y
IDCJAC0010,91126,2010,05,19,16.4,1,Y
IDCJAC0010,91126,2010,05,20,14.0,1,Y
IDCJAC0010,91126,2010,05,21,13.8,1,Y
IDCJAC0010,91126,2010,05,22,11.5,1,Y
IDCJAC0010,91126,2010,05,23,13.6,1,Y
IDCJAC0010,91126,2010,05,24,16.0,1,Y
IDCJAC0010,91126,2010,05,25,13.6,1,Y
IDCJAC0010,91126,2010,05,26,15.0,1,Y
IDCJAC0010,91126,2010,05,27,15.5,1,Y
IDCJAC0010,91126,2010,05,28,16.9,1,Y
IDCJAC0010,91126,2010,05,29,17.1,1,Y
IDCJAC0010,91126,2010,05,30,17.1,1,Y
IDCJAC0010,91126,2010,05,31,15.4,1,Y
IDCJAC0010,91126,2010,06,01,15.8,1,Y
IDCJAC0010,91126,2010,06,02,15.3,1,Y
IDCJAC0010,91126,2010,06,03,14.2,1,Y
IDCJAC0010,91126,2010,06,04,14.9,1,Y
IDCJAC0010,91126,2010,06,05,15.2,1,Y
IDCJAC0010,91126,2010,06,06,13.6,1,Y
IDCJAC0010,91126,2010,06,07,12.1,1,Y
IDCJAC0010,91126,2010,06,08,13.4,1,Y
IDCJAC0010,91126,2010,06,09,12.6,1,Y
IDCJAC0010,91126,2010,06,10,13.0,1,Y
IDCJAC0010,91126,2010,06,11,12.5,1,Y
IDCJAC0010,91126,2010,06,12,12.6,1,Y
IDCJAC0010,91126,2010,06,13,15.1,1,Y
IDCJAC0010,91126,2010,06,14,14.8,1,Y
IDCJAC0010,91126,2010,06,15,13.5,1,Y
IDCJAC0010,91126,2010,06,16,14.6,1,Y
IDCJAC0010,91126,2010,06,17,14.4,1,Y
IDCJAC0010,91126,2010,06,18,13.8,1,Y
IDCJAC0010,91126,2010,06,19,13.3,1,Y
IDCJAC0010,91126,2010,06,20,14.2,1,Y
IDCJAC0010,91126,2010,06,21,12.4,1,Y
IDCJAC0010,91126,2010,06,22,15.0,1,Y
IDCJAC0010,91126,2010,06,23,14.2,1,Y
IDCJAC0010,91126,2010,06,24,14.2,1,Y
IDCJAC0010,91126,2010,06,25,13.9,1,Y
IDCJAC0010,91126,2010,06,26,12.6,1,Y
IDCJAC0010,91126,2010,06,27,11.2,1,Y
IDCJAC0010,91126,2010,06,28,13.0,1,Y
IDCJAC0010,91126,2010,06,29,13.0,1,Y
IDCJAC0010,91126,2010,06,30,12.4,1,Y
IDCJAC0010,91126,2010,07,01,13.8,1,Y
IDCJAC0010,91126,2010,07,02,10.2,1,Y
IDCJAC0010,91126,2010,07,03,14.4,1,Y
IDCJAC0010,91126,2010,07,04,12.6,1,Y
IDCJAC0010,91126,2010,07,05,12.6,1,Y
IDCJAC0010,91126,2010,07,06,11.9,1,Y
IDCJAC0010,91126,2010,07,07,13.3,1,Y
IDCJAC0010,91126,2010,07,08,13.7,1,Y
IDCJAC0010,91126,2010,07,09,13.5,1,Y
IDCJAC0010,91126,2010,07,10,13.6,1,Y
IDCJAC0010,91126,2010,07,11,13.9,1,Y
IDCJAC0010,91126,2010,07,12,14.6,1,Y
IDCJAC0010,91126,2010,07,13,14.7,1,Y
IDCJAC0010,91126,2010,07,14,13.0,1,Y
IDCJAC0010,91126,2010,07,15,12.3,1,Y
IDCJAC0010,91126,2010,07,16,12.1,1,Y
IDCJAC0010,91126,2010,07,17,13.3,1,Y
IDCJAC0010,91126,2010,07,18,12.7,1,Y
IDCJAC0010,91126,2010,07,19,11.8,1,Y
IDCJAC0010,91126,2010,07,20,13.0,1,Y
IDCJAC0010,91126,2010,07,21,11.8,1,Y
IDCJAC0010,91126,2010,07,22,15.1,1,Y
IDCJAC0010,91126,2010,07,23,15.4,1,Y
IDCJAC0010,91126,2010,07,24,13.1,1,Y
IDCJAC0010,91126,2010,07,25,13.7,1,Y
IDCJAC0010,91126,2010,07,26,15.2,1,Y
IDCJAC0010,91126,2010,07,27,15.0,1,Y
IDCJAC0010,91126,2010,07,28,13.8,1,Y
IDCJAC0010,91126,2010,07,29,14.4,1,Y
IDCJAC0010,91126,2010,07,30,13.6,1,Y
IDCJAC0010,91126,2010,07,31,14.8,1,Y
IDCJAC0010,91126,2010,08,01,12.6,1,Y
IDCJAC0010,91126,2010,08,02,16.8,1,Y
IDCJAC0010,91126,2010,08,03,12.8,1,Y
IDCJAC0010,91126,2010,08,04,12.8,1,Y
IDCJAC0010,91126,2010,08,05,14.3,1,Y
IDCJAC0010,91126,2010,08,06,13.4,1,Y
IDCJAC0010,91126,2010,08,07,11.5,1,Y
IDCJAC0010,91126,2010,08,08,12.0,1,Y
IDCJAC0010,91126,2010,08,09,14.3,1,Y
IDCJAC0010,91126,2010,08,10,14.1,1,Y
IDCJAC0010,91126,2010,08,11,13.2,1,Y
IDCJAC0010,91126,2010,08,12,16.8,1,Y
IDCJAC0010,91126,2010,08,13,13.3,1,Y
IDCJAC0010,91126,2010,08,14,13.4,1,Y
IDCJAC0010,91126,2010,08,15,13.4,1,Y
IDCJAC0010,91126,2010,08,16,9.8,1,Y
IDCJAC0010,91126,2010,08,17,13.5,1,Y
IDCJAC0010,91126,2010,08,18,12.8,1,Y
IDCJAC0010,91126,2010,08,19,13.1,1,Y
IDCJAC0010,91126,2010,08,20,11.0,1,Y
IDCJAC0010,91126,2010,08,21,14.0,1,Y
IDCJAC0010,91126,2010,08,22,14.2,1,Y
IDCJAC0010,91126,2010,08,23,14.0,1,Y
IDCJAC0010,91126,2010,08,24,13.0,1,Y
IDCJAC0010,91126,2010,08,25,10.4,1,Y
IDCJAC0010,91126,2010,08,26,11.6,1,Y
IDCJAC0010,91126,2010,08,27,12.9,1,Y
IDCJAC0010,91126,2010,08,28,12.5,1,Y
IDCJAC0010,91126,2010,08,29,13.7,1,Y
IDCJAC0010,91126,2010,08,30,13.2,1,Y
IDCJAC0010,91126,2010,08,31,13.0,1,Y
IDCJAC0010,91126,2010,09,01,16.3,1,Y
IDCJAC0010,91126,2010,09,02,14.1,1,Y
IDCJAC0010,91126,2010,09,03,12.9,1,Y
IDCJAC0010,91126,2010,09,04,13.5,1,Y
IDCJAC0010,91126,2010,09,05,15.0,1,Y
IDCJAC0010,91126,2010,09,06,12.8,1,Y
IDCJAC0010,91126,2010,09,07,12.1,1,Y
IDCJAC0010,91126,2010,09,08,12.2,1,Y
IDCJAC0010,91126,2010,09,09,12.2,1,Y
IDCJAC0010,91126,2010,09,10,16.3,1,Y
IDCJAC0010,91126,2010,09,11,14.4,1,Y
IDCJAC0010,91126,2010,09,12,14.8,1,Y
IDCJAC0010,91126,2010,09,13,12.9,1,Y
IDCJAC0010,91126,2010,09,14,12.6,1,Y
IDCJAC0010,91126,2010,09,15,13.2,1,Y
IDCJAC0010,91126,2010,09,16,12.8,1,Y
IDCJAC0010,91126,2010,09,17,14.0,1,Y
IDCJAC0010,91126,2010,09,18,15.5,1,Y
IDCJAC0010,91126,2010,09,19,16.3,1,Y
IDCJAC0010,91126,2010,09,20,19.6,1,Y
IDCJAC0010,91126,2010,09,21,18.8,1,Y
IDCJAC0010,91126,2010,09,22,16.8,1,Y
IDCJAC0010,91126,2010,09,23,17.7,1,Y
IDCJAC0010,91126,2010,09,24,14.8,1,Y
IDCJAC0010,91126,2010,09,25,16.5,1,Y
IDCJAC0010,91126,2010,09,26,14.0,1,Y
IDCJAC0010,91126,2010,09,27,14.2,1,Y
IDCJAC0010,91126,2010,09,28,10.8,1,Y
IDCJAC0010,91126,2010,09,29,12.8,1,Y
IDCJAC0010,91126,2010,09,30,14.0,1,Y
IDCJAC0010,91126,2010,10,01,14.0,1,Y
IDCJAC0010,91126,2010,10,02,14.3,1,Y
IDCJAC0010,91126,2010,10,03,17.6,1,Y
IDCJAC0010,91126,2010,10,04,15.6,1,Y
IDCJAC0010,91126,2010,10,05,15.6,1,Y
IDCJAC0010,91126,2010,10,06,14.1,1,Y
IDCJAC0010,91126,2010,10,07,14.3,1,Y
IDCJAC0010,91126,2010,10,08,16.2,1,Y
IDCJAC0010,91126,2010,10,09,19.6,1,Y
IDCJAC0010,91126,2010,10,10,15.9,1,Y
IDCJAC0010,91126,2010,10,11,17.1,1,Y
IDCJAC0010,91126,2010,10,12,16.6,1,Y
IDCJAC0010,91126,2010,10,13,14.7,1,Y
IDCJAC0010,91126,2010,10,14,15.0,1,Y
IDCJAC0010,91126,2010,10,15,15.1,1,Y
IDCJAC0010,91126,2010,10,16,13.1,1,Y
IDCJAC0010,91126,2010,10,17,16.9,1,Y
IDCJAC0010,91126,2010,10,18,16.6,1,Y
IDCJAC0010,91126,2010,10,19,15.8,1,Y
IDCJAC0010,91126,2010,10,20,16.7,1,Y
IDCJAC0010,91126,2010,10,21,14.5,1,Y
IDCJAC0010,91126,2010,10,22,16.1,1,Y
IDCJAC0010,91126,2010,10,23,18.1,1,Y
IDCJAC0010,91126,2010,10,24,14.6,1,Y
IDCJAC0010,91126,2010,10,25,14.4,1,Y
IDCJAC0010,91126,2010,10,26,16.0,1,Y
IDCJAC0010,91126,2010,10,27,16.1,1,Y
IDCJAC0010,91126,2010,10,28,16.7,1,Y
IDCJAC0010,91126,2010,10,29,19.5,1,Y
IDCJAC0010,91126,2010,10,30,19.0,1,Y
IDCJAC0010,91126,2010,10,31,18.0,1,Y
IDCJAC0010,91126,2010,11,01,14.8,1,Y
IDCJAC0010,91126,2010,11,02,17.7,1,Y
IDCJAC0010,91126,2010,11,03,14.5,1,Y
IDCJAC0010,91126,2010,11,04,14.6,1,Y
IDCJAC0010,91126,2010,11,05,15.5,1,Y
IDCJAC0010,91126,2010,11,06,16.3,1,Y
IDCJAC0010,91126,2010,11,07,16.6,1,Y
IDCJAC0010,91126,2010,11,08,16.9,1,Y
IDCJAC0010,91126,2010,11,09,16.7,1,Y
IDCJAC0010,91126,2010,11,10,19.0,1,Y
IDCJAC0010,91126,2010,11,11,16.7,1,Y
IDCJAC0010,91126,2010,11,12,22.2,1,Y
IDCJAC0010,91126,2010,11,13,19.6,1,Y
IDCJAC0010,91126,2010,11,14,15.3,1,Y
IDCJAC0010,91126,2010,11,15,17.4,1,Y
IDCJAC0010,91126,2010,11,16,17.5,1,Y
IDCJAC0010,91126,2010,11,17,16.5,1,Y
IDCJAC0010,91126,2010,11,18,17.8,1,Y
IDCJAC0010,91126,2010,11,19,15.3,1,Y
IDCJAC0010,91126,2010,11,20,20.0,1,Y
IDCJAC0010,91126,2010,11,21,17.8,1,Y
IDCJAC0010,91126,2010,11,22,20.9,1,Y
IDCJAC0010,91126,2010,11,23,21.3,1,Y
IDCJAC0010,91126,2010,11,24,22.6,1,Y
IDCJAC0010,91126,2010,11,25,17.1,1,Y
IDCJAC0010,91126,2010,11,26,17.9,1,Y
IDCJAC0010,91126,2010,11,27,19.3,1,Y
IDCJAC0010,91126,2010,11,28,22.4,1,Y
IDCJAC0010,91126,2010,11,29,17.8,1,Y
IDCJAC0010,91126,2010,11,30,18.1,1,Y
IDCJAC0010,91126,2010,12,01,21.7,1,Y
IDCJAC0010,91126,2010,12,02,22.6,1,Y
IDCJAC0010,91126,2010,12,03,21.4,1,Y
IDCJAC0010,91126,2010,12,04,21.1,1,Y
IDCJAC0010,91126,2010,12,05,17.2,1,Y
IDCJAC0010,91126,2010,12,06,19.7,1,Y
IDCJAC0010,91126,2010,12,07,19.5,1,Y
IDCJAC0010,91126,2010,12,08,19.5,1,Y
IDCJAC0010,91126,2010,12,09,20.2,1,Y
IDCJAC0010,91126,2010,12,10,16.6,1,Y
IDCJAC0010,91126,2010,12,11,17.6,1,Y
IDCJAC0010,91126,2010,12,12,17.9,1,Y
IDCJAC0010,91126,2010,12,13,18.4,1,Y
IDCJAC0010,91126,2010,12,14,19.0,1,Y
IDCJAC0010,91126,2010,12,15,19.6,1,Y
IDCJAC0010,91126,2010,12,16,18.1,1,Y
IDCJAC0010,91126,2010,12,17,16.7,1,Y
IDCJAC0010,91126,2010,12,18,18.7,1,Y
IDCJAC0010,91126,2010,12,19,16.8,1,Y
IDCJAC0010,91126,2010,12,20,22.6,1,Y
IDCJAC0010,91126,2010,12,21,17.6,1,Y
IDCJAC0010,91126,2010,12,22,17.5,1,Y
IDCJAC0010,91126,2010,12,23,19.1,1,Y
IDCJAC0010,91126,2010,12,24,17.9,1,Y
IDCJAC0010,91126,2010,12,25,18.8,1,Y
IDCJAC0010,91126,2010,12,26,18.9,1,Y
IDCJAC0010,91126,2010,12,27,16.7,1,Y
IDCJAC0010,91126,2010,12,28,17.4,1,Y
IDCJAC0010,91126,2010,12,29,22.6,1,Y
IDCJAC0010,91126,2010,12,30,18.1,1,Y
IDCJAC0010,91126,2010,12,31,19.4,1,Y
