Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,62100,2010,01,01,16.7,1,Y
IDCJAC0010,62100,2010,01,02,23.8,1,Y
IDCJAC0010,62100,2010,01,03,17.1,1,Y
IDCJAC0010,62100,2010,01,04,19.6,1,Y
IDCJAC0010,62100,2010,01,05,26.8,1,Y
IDCJAC0010,62100,2010,01,06,26.7,1,Y
IDCJAC0010,62100,2010,01,07,20.5,1,Y
IDCJAC0010,62100,2010,01,08,22.8,1,Y
IDCJAC0010,62100,2010,01,09,27.9,1,Y
IDCJAC0010,62100,2010,01,10,29.7,1,Y
IDCJAC0010,62100,2010,01,11,28.2,1,Y
IDCJAC0010,62100,2010,01,12,30.8,1,Y
IDCJAC0010,62100,2010,01,13,30.7,1,Y
IDCJAC0010,62100,2010,01,14,21.1,1,Y
IDCJAC0010,62100,2010,01,15,20.0,1,Y
IDCJAC0010,62100,2010,01,16,23.7,1,Y
IDCJAC0010,62100,2010,01,17,24.0,1,Y
IDCJAC0010,62100,2010,01,18,15.4,1,Y
IDCJAC0010,62100,2010,01,19,18.5,1,Y
IDCJAC0010,62100,2010,01,20,25.5,1,Y
IDCJAC0010,62100,2010,01,21,30.0,1,Y
IDCJAC0010,62100,2010,01,22,30.0,1,Y
IDCJAC0010,62100,2010,01,23,30.3,1,Y
IDCJAC0010,62100,2010,01,24,26.0,1,Y
IDCJAC0010,62100,2010,01,25,27.7,1,Y
IDCJAC0010,62100,2010,01,26,30.3,1,Y
IDCJAC0010,62100,2010,01,27,25.9,1,Y
IDCJAC0010,62100,2010,01,28,23.9,1,Y
IDCJAC0010,62100,2010,01,29,25.7,1,Y
IDCJAC0010,62100,2010,01,30,20.8,1,Y
IDCJAC0010,62100,2010,01,31,21.3,1,Y
IDCJAC0010,62100,2010,02,01,21.2,1,Y
IDCJAC0010,62100,2010,02,02,18.2,1,Y
IDCJAC0010,62100,2010,02,03,20.0,1,Y
IDCJAC0010,62100,2010,02,04,22.3,1,Y
IDCJAC0010,62100,2010,02,05,22.9,1,Y
IDCJAC0010,62100,2010,02,06,17.1,1,Y
IDCJAC0010,62100,2010,02,07,18.5,1,Y
IDCJAC0010,62100,2010,02,08,20.6,1,Y
IDCJAC0010,62100,2010,02,09,22.5,1,Y
IDCJAC0010,62100,2010,02,10,25.8,1,Y
IDCJAC0010,62100,2010,02,11,26.0,1,Y
IDCJAC0010,62100,2010,02,12,25.1,1,Y
IDCJAC0010,62100,2010,02,13,24.0,1,Y
IDCJAC0010,62100,2010,02,14,19.9,1,Y
IDCJAC0010,62100,2010,02,15,22.8,1,Y
IDCJAC0010,62100,2010,02,16,20.3,1,Y
IDCJAC0010,62100,2010,02,17,22.0,1,Y
IDCJAC0010,62100,2010,02,18,16.4,1,Y
IDCJAC0010,62100,2010,02,19,18.0,1,Y
IDCJAC0010,62100,2010,02,20,22.1,1,Y
IDCJAC0010,62100,2010,02,21,24.8,1,Y
IDCJAC0010,62100,2010,02,22,25.0,1,Y
IDCJAC0010,62100,2010,02,23,25.8,1,Y
IDCJAC0010,62100,2010,02,24,15.4,1,Y
IDCJAC0010,62100,2010,02,25,16.6,1,Y
IDCJAC0010,62100,2010,02,26,19.6,1,Y
IDCJAC0010,62100,2010,02,27,22.9,1,Y
IDCJAC0010,62100,2010,02,28,23.8,1,Y
IDCJAC0010,62100,2010,03,01,12.7,1,Y
IDCJAC0010,62100,2010,03,02,11.4,1,Y
IDCJAC0010,62100,2010,03,03,16.0,1,Y
IDCJAC0010,62100,2010,03,04,19.6,1,Y
IDCJAC0010,62100,2010,03,05,16.1,1,Y
IDCJAC0010,62100,2010,03,06,21.4,1,Y
IDCJAC0010,62100,2010,03,07,19.4,1,Y
IDCJAC0010,62100,2010,03,08,19.8,1,Y
IDCJAC0010,62100,2010,03,09,18.8,1,Y
IDCJAC0010,62100,2010,03,10,18.2,1,Y
IDCJAC0010,62100,2010,03,11,13.9,1,Y
IDCJAC0010,62100,2010,03,12,16.1,1,Y
IDCJAC0010,62100,2010,03,13,16.6,1,Y
IDCJAC0010,62100,2010,03,14,15.4,1,Y
IDCJAC0010,62100,2010,03,15,20.0,1,Y
IDCJAC0010,62100,2010,03,16,19.0,1,Y
IDCJAC0010,62100,2010,03,17,22.0,1,Y
IDCJAC0010,62100,2010,03,18,22.8,1,Y
IDCJAC0010,62100,2010,03,19,23.3,1,Y
IDCJAC0010,62100,2010,03,20,25.0,1,Y
IDCJAC0010,62100,2010,03,21,24.3,1,Y
IDCJAC0010,62100,2010,03,22,22.7,1,Y
IDCJAC0010,62100,2010,03,23,23.2,1,Y
IDCJAC0010,62100,2010,03,24,23.3,1,Y
IDCJAC0010,62100,2010,03,25,23.1,1,Y
IDCJAC0010,62100,2010,03,26,24.6,1,Y
IDCJAC0010,62100,2010,03,27,26.2,1,Y
IDCJAC0010,62100,2010,03,28,24.3,1,Y
IDCJAC0010,62100,2010,03,29,21.3,1,Y
IDCJAC0010,62100,2010,03,30,14.8,1,Y
IDCJAC0010,62100,2010,03,31,14.4,1,Y
IDCJAC0010,62100,2010,04,01,18.4,1,Y
IDCJAC0010,62100,2010,04,02,17.0,1,Y
IDCJAC0010,62100,2010,04,03,16.1,1,Y
IDCJAC0010,62100,2010,04,04,14.4,1,Y
IDCJAC0010,62100,2010,04,05,15.4,1,Y
IDCJAC0010,62100,2010,04,06,13.6,1,Y
IDCJAC0010,62100,2010,04,07,15.7,1,Y
IDCJAC0010,62100,2010,04,08,18.4,1,Y
IDCJAC0010,62100,2010,04,09,19.1,1,Y
IDCJAC0010,62100,2010,04,10,19.3,1,Y
IDCJAC0010,62100,2010,04,11,17.7,1,Y
IDCJAC0010,62100,2010,04,12,13.6,1,Y
IDCJAC0010,62100,2010,04,13,15.5,1,Y
IDCJAC0010,62100,2010,04,14,18.2,1,Y
IDCJAC0010,62100,2010,04,15,19.5,1,Y
IDCJAC0010,62100,2010,04,16,17.0,1,Y
IDCJAC0010,62100,2010,04,17,17.1,1,Y
IDCJAC0010,62100,2010,04,18,17.8,1,Y
IDCJAC0010,62100,2010,04,19,18.6,1,Y
IDCJAC0010,62100,2010,04,20,18.4,1,Y
IDCJAC0010,62100,2010,04,21,19.3,1,Y
IDCJAC0010,62100,2010,04,22,20.3,1,Y
IDCJAC0010,62100,2010,04,23,21.2,1,Y
IDCJAC0010,62100,2010,04,24,18.1,1,Y
IDCJAC0010,62100,2010,04,25,13.2,1,Y
IDCJAC0010,62100,2010,04,26,13.8,1,Y
IDCJAC0010,62100,2010,04,27,12.7,1,Y
IDCJAC0010,62100,2010,04,28,14.9,1,Y
IDCJAC0010,62100,2010,04,29,15.1,1,Y
IDCJAC0010,62100,2010,04,30,15.0,1,Y
IDCJAC0010,62100,2010,05,01,15.9,1,Y
IDCJAC0010,62100,2010,05,02,17.2,1,Y
IDCJAC0010,62100,2010,05,03,14.6,1,Y
