Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,70263,2010,01,01,27.0,1,Y
IDCJAC0010,70263,2010,01,02,28.8,1,Y
IDCJAC0010,70263,2010,01,03,21.6,1,Y
IDCJAC0010,70263,2010,01,04,25.8,1,Y
IDCJAC0010,70263,2010,01,05,31.1,1,Y
IDCJAC0010,70263,2010,01,06,31.0,1,Y
IDCJAC0010,70263,2010,01,07,23.8,1,Y
IDCJAC0010,70263,2010,01,08,30.7,1,Y
IDCJAC0010,70263,2010,01,09,32.5,1,Y
IDCJAC0010,70263,2010,01,10,36.0,1,Y
IDCJAC0010,70263,2010,01,11,36.0,1,Y
IDCJAC0010,70263,2010,01,12,37.0,1,Y
IDCJAC0010,70263,2010,01,13,32.3,1,Y
IDCJAC0010,70263,2010,01,14,21.0,1,Y
IDCJAC0010,70263,2010,01,15,26.0,1,Y
IDCJAC0010,70263,2010,01,16,25.4,1,Y
IDCJAC0010,70263,2010,01,17,24.5,1,Y
IDCJAC0010,70263,2010,01,18,18.1,1,Y
IDCJAC0010,70263,2010,01,19,22.0,1,Y
IDCJAC0010,70263,2010,01,20,28.1,1,Y
IDCJAC0010,70263,2010,01,21,33.1,1,Y
IDCJAC0010,70263,2010,01,22,36.5,1,Y
IDCJAC0010,70263,2010,01,23,36.1,1,Y
IDCJAC0010,70263,2010,01,24,24.5,1,Y
IDCJAC0010,70263,2010,01,25,33.5,1,Y
IDCJAC0010,70263,2010,01,26,33.6,1,Y
IDCJAC0010,70263,2010,01,27,28.8,1,Y
IDCJAC0010,70263,2010,01,28,28.2,1,Y
IDCJAC0010,70263,2010,01,29,31.0,1,Y
IDCJAC0010,70263,2010,01,30,24.1,1,Y
IDCJAC0010,70263,2010,01,31,27.0,1,Y
IDCJAC0010,70263,2010,02,01,27.6,1,Y
IDCJAC0010,70263,2010,02,02,25.1,1,Y
IDCJAC0010,70263,2010,02,03,23.4,1,Y
IDCJAC0010,70263,2010,02,04,24.9,1,Y
IDCJAC0010,70263,2010,02,05,27.6,1,Y
IDCJAC0010,70263,2010,02,06,20.8,1,Y
IDCJAC0010,70263,2010,02,07,22.1,1,Y
IDCJAC0010,70263,2010,02,08,23.5,1,Y
IDCJAC0010,70263,2010,02,09,28.5,1,Y
