Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,91259,2010,03,22,13.4,1,Y
IDCJAC0010,91259,2010,03,23,15.9,1,Y
IDCJAC0010,91259,2010,03,24,18.4,1,Y
IDCJAC0010,91259,2010,03,25,22.7,1,Y
IDCJAC0010,91259,2010,03,26,14.3,1,Y
IDCJAC0010,91259,2010,03,27,17.2,1,Y
IDCJAC0010,91259,2010,03,28,19.1,1,Y
IDCJAC0010,91259,2010,03,29,17.8,1,Y
IDCJAC0010,91259,2010,03,30,17.6,1,Y
IDCJAC0010,91259,2010,03,31,19.7,1,Y
IDCJAC0010,91259,2010,04,01,20.3,1,Y
IDCJAC0010,91259,2010,04,02,15.4,1,Y
IDCJAC0010,91259,2010,04,03,14.5,1,Y
IDCJAC0010,91259,2010,04,04,19.1,1,Y
IDCJAC0010,91259,2010,04,05,19.3,1,Y
IDCJAC0010,91259,2010,04,06,15.7,1,Y
IDCJAC0010,91259,2010,04,07,19.3,1,Y
IDCJAC0010,91259,2010,04,08,14.7,1,Y
IDCJAC0010,91259,2010,04,09,16.1,1,Y
IDCJAC0010,91259,2010,04,10,15.5,1,Y
IDCJAC0010,91259,2010,04,11,10.9,1,Y
IDCJAC0010,91259,2010,04,12,11.5,1,Y
IDCJAC0010,91259,2010,04,13,13.3,1,Y
IDCJAC0010,91259,2010,04,14,13.6,1,Y
IDCJAC0010,91259,2010,04,15,15.1,1,Y
IDCJAC0010,91259,2010,04,16,16.0,1,Y
IDCJAC0010,91259,2010,04,17,19.2,1,Y
IDCJAC0010,91259,2010,04,18,22.0,1,Y
IDCJAC0010,91259,2010,04,19,21.4,1,Y
IDCJAC0010,91259,2010,04,20,16.8,1,Y
IDCJAC0010,91259,2010,04,21,18.0,1,Y
IDCJAC0010,91259,2010,04,22,16.5,1,Y
IDCJAC0010,91259,2010,04,23,15.9,1,Y
IDCJAC0010,91259,2010,04,24,13.6,1,Y
IDCJAC0010,91259,2010,04,25,12.6,1,Y
IDCJAC0010,91259,2010,04,26,12.6,1,Y
IDCJAC0010,91259,2010,04,27,12.6,1,Y
IDCJAC0010,91259,2010,04,28,12.9,1,Y
IDCJAC0010,91259,2010,04,29,11.6,1,Y
IDCJAC0010,91259,2010,04,30,14.2,1,Y
IDCJAC0010,91259,2010,05,01,14.0,1,Y
IDCJAC0010,91259,2010,05,02,14.0,1,Y
IDCJAC0010,91259,2010,05,03,15.4,1,Y
IDCJAC0010,91259,2010,05,04,15.5,1,Y
IDCJAC0010,91259,2010,05,05,12.8,1,Y
IDCJAC0010,91259,2010,05,06,13.1,1,Y
IDCJAC0010,91259,2010,05,07,13.0,1,Y
IDCJAC0010,91259,2010,05,08,14.8,1,Y
IDCJAC0010,91259,2010,05,09,13.7,1,Y
IDCJAC0010,91259,2010,05,10,17.5,1,Y
IDCJAC0010,91259,2010,05,11,10.2,1,Y
IDCJAC0010,91259,2010,05,12,10.5,1,Y
IDCJAC0010,91259,2010,05,13,13.8,1,Y
IDCJAC0010,91259,2010,05,14,13.5,1,Y
IDCJAC0010,91259,2010,05,15,13.5,1,Y
IDCJAC0010,91259,2010,05,16,14.9,1,Y
IDCJAC0010,91259,2010,05,17,14.5,1,Y
IDCJAC0010,91259,2010,05,18,15.2,1,Y
IDCJAC0010,91259,2010,05,19,12.6,1,Y
IDCJAC0010,91259,2010,05,20,11.9,1,Y
IDCJAC0010,91259,2010,05,21,12.5,1,Y
IDCJAC0010,91259,2010,05,22,10.9,1,Y
IDCJAC0010,91259,2010,05,23,11.2,1,Y
IDCJAC0010,91259,2010,05,24,13.7,1,Y
IDCJAC0010,91259,2010,05,25,12.4,1,Y
IDCJAC0010,91259,2010,05,26,13.3,1,Y
IDCJAC0010,91259,2010,05,27,13.6,1,Y
IDCJAC0010,91259,2010,05,28,15.0,1,Y
IDCJAC0010,91259,2010,05,29,13.0,1,Y
IDCJAC0010,91259,2010,05,30,16.5,1,Y
IDCJAC0010,91259,2010,05,31,15.6,1,Y
IDCJAC0010,91259,2010,06,01,14.9,1,Y
IDCJAC0010,91259,2010,06,02,13.3,1,Y
IDCJAC0010,91259,2010,06,03,13.3,1,Y
IDCJAC0010,91259,2010,06,04,11.2,1,Y
IDCJAC0010,91259,2010,06,05,10.6,1,Y
IDCJAC0010,91259,2010,06,06,9.8,1,Y
IDCJAC0010,91259,2010,06,07,11.2,1,Y
IDCJAC0010,91259,2010,06,08,11.6,1,Y
IDCJAC0010,91259,2010,06,09,7.8,1,Y
IDCJAC0010,91259,2010,06,10,9.5,1,Y
IDCJAC0010,91259,2010,06,11,8.1,1,Y
IDCJAC0010,91259,2010,06,12,9.2,1,Y
IDCJAC0010,91259,2010,06,13,11.0,1,Y
IDCJAC0010,91259,2010,06,14,12.9,1,Y
IDCJAC0010,91259,2010,06,15,11.3,1,Y
IDCJAC0010,91259,2010,06,16,10.7,1,Y
IDCJAC0010,91259,2010,06,17,11.0,1,Y
IDCJAC0010,91259,2010,06,18,10.5,1,Y
IDCJAC0010,91259,2010,06,19,10.2,1,Y
IDCJAC0010,91259,2010,06,20,11.9,1,Y
IDCJAC0010,91259,2010,06,21,12.6,1,Y
IDCJAC0010,91259,2010,06,22,13.4,1,Y
IDCJAC0010,91259,2010,06,23,12.5,1,Y
IDCJAC0010,91259,2010,06,24,11.9,1,Y
IDCJAC0010,91259,2010,06,25,11.4,1,Y
IDCJAC0010,91259,2010,06,26,8.9,1,Y
IDCJAC0010,91259,2010,06,27,10.6,1,Y
IDCJAC0010,91259,2010,06,28,10.3,1,Y
IDCJAC0010,91259,2010,06,29,10.6,1,Y
IDCJAC0010,91259,2010,06,30,11.9,1,Y
IDCJAC0010,91259,2010,07,01,12.5,1,Y
IDCJAC0010,91259,2010,07,02,11.4,1,Y
IDCJAC0010,91259,2010,07,03,9.5,1,Y
IDCJAC0010,91259,2010,07,04,9.9,1,Y
IDCJAC0010,91259,2010,07,05,13.0,1,Y
IDCJAC0010,91259,2010,07,06,10.4,1,Y
IDCJAC0010,91259,2010,07,07,10.7,1,Y
IDCJAC0010,91259,2010,07,08,12.6,1,Y
IDCJAC0010,91259,2010,07,09,10.2,1,Y
IDCJAC0010,91259,2010,07,10,10.9,1,Y
IDCJAC0010,91259,2010,07,11,12.6,1,Y
IDCJAC0010,91259,2010,07,12,13.0,1,Y
IDCJAC0010,91259,2010,07,13,13.6,1,Y
IDCJAC0010,91259,2010,07,14,9.8,1,Y
IDCJAC0010,91259,2010,07,15,10.2,1,Y
IDCJAC0010,91259,2010,07,16,12.9,1,Y
IDCJAC0010,91259,2010,07,17,11.8,1,Y
IDCJAC0010,91259,2010,07,18,8.5,1,Y
IDCJAC0010,91259,2010,07,19,10.0,1,Y
IDCJAC0010,91259,2010,07,20,10.4,1,Y
IDCJAC0010,91259,2010,07,21,12.1,1,Y
IDCJAC0010,91259,2010,07,22,13.5,1,Y
IDCJAC0010,91259,2010,07,23,12.1,1,Y
IDCJAC0010,91259,2010,07,24,9.1,1,Y
IDCJAC0010,91259,2010,07,25,10.7,1,Y
IDCJAC0010,91259,2010,07,26,11.4,1,Y
IDCJAC0010,91259,2010,07,27,12.2,1,Y
IDCJAC0010,91259,2010,07,28,11.5,1,Y
IDCJAC0010,91259,2010,07,29,10.1,1,Y
IDCJAC0010,91259,2010,07,30,11.3,1,Y
IDCJAC0010,91259,2010,07,31,11.0,1,Y
IDCJAC0010,91259,2010,08,01,10.3,1,Y
IDCJAC0010,91259,2010,08,02,13.5,1,Y
IDCJAC0010,91259,2010,08,03,10.0,1,Y
IDCJAC0010,91259,2010,08,04,11.0,1,Y
IDCJAC0010,91259,2010,08,05,8.7,1,Y
IDCJAC0010,91259,2010,08,06,10.5,1,Y
IDCJAC0010,91259,2010,08,07,12.4,1,Y
IDCJAC0010,91259,2010,08,08,10.5,1,Y
IDCJAC0010,91259,2010,08,09,12.3,1,Y
IDCJAC0010,91259,2010,08,10,12.1,1,Y
IDCJAC0010,91259,2010,08,11,9.5,1,Y
IDCJAC0010,91259,2010,08,12,10.9,1,Y
IDCJAC0010,91259,2010,08,13,14.3,1,Y
IDCJAC0010,91259,2010,08,14,10.4,1,Y
IDCJAC0010,91259,2010,08,15,11.5,1,Y
IDCJAC0010,91259,2010,08,16,5.6,1,Y
IDCJAC0010,91259,2010,08,17,11.3,1,Y
IDCJAC0010,91259,2010,08,18,10.2,1,Y
IDCJAC0010,91259,2010,08,19,10.2,1,Y
IDCJAC0010,91259,2010,08,20,7.4,1,Y
IDCJAC0010,91259,2010,08,21,9.7,1,Y
IDCJAC0010,91259,2010,08,22,13.3,1,Y
IDCJAC0010,91259,2010,08,23,12.7,1,Y
IDCJAC0010,91259,2010,08,24,9.2,1,Y
IDCJAC0010,91259,2010,08,25,8.6,1,Y
IDCJAC0010,91259,2010,08,26,7.7,1,Y
IDCJAC0010,91259,2010,08,27,8.2,1,Y
IDCJAC0010,91259,2010,08,28,11.2,1,Y
IDCJAC0010,91259,2010,08,29,14.0,1,Y
IDCJAC0010,91259,2010,08,30,13.6,1,Y
IDCJAC0010,91259,2010,08,31,10.2,1,Y
IDCJAC0010,91259,2010,09,01,11.9,1,Y
IDCJAC0010,91259,2010,09,02,10.9,1,Y
IDCJAC0010,91259,2010,09,03,13.5,1,Y
IDCJAC0010,91259,2010,09,04,12.2,1,Y
IDCJAC0010,91259,2010,09,05,9.9,1,Y
IDCJAC0010,91259,2010,09,06,13.3,1,Y
IDCJAC0010,91259,2010,09,07,14.0,1,Y
IDCJAC0010,91259,2010,09,08,11.9,1,Y
IDCJAC0010,91259,2010,09,09,10.6,1,Y
IDCJAC0010,91259,2010,09,10,11.4,1,Y
IDCJAC0010,91259,2010,09,11,12.2,1,Y
IDCJAC0010,91259,2010,09,12,12.4,1,Y
IDCJAC0010,91259,2010,09,13,9.6,1,Y
IDCJAC0010,91259,2010,09,14,9.3,1,
IDCJAC0010,91259,2010,09,15,7.2,1,Y
IDCJAC0010,91259,2010,09,16,7.8,1,Y
IDCJAC0010,91259,2010,09,17,7.4,1,Y
IDCJAC0010,91259,2010,09,18,10.8,1,Y
IDCJAC0010,91259,2010,09,19,9.8,1,Y
IDCJAC0010,91259,2010,09,20,12.8,1,Y
IDCJAC0010,91259,2010,09,21,15.2,1,Y
IDCJAC0010,91259,2010,09,22,12.0,1,Y
IDCJAC0010,91259,2010,09,23,13.0,1,Y
IDCJAC0010,91259,2010,09,24,9.6,1,Y
IDCJAC0010,91259,2010,09,25,13.0,1,Y
IDCJAC0010,91259,2010,09,26,11.4,1,Y
IDCJAC0010,91259,2010,09,27,9.9,1,Y
IDCJAC0010,91259,2010,09,28,7.6,1,Y
IDCJAC0010,91259,2010,09,29,9.2,1,Y
IDCJAC0010,91259,2010,09,30,10.7,1,Y
IDCJAC0010,91259,2010,10,01,12.7,1,Y
IDCJAC0010,91259,2010,10,02,16.1,1,Y
IDCJAC0010,91259,2010,10,03,20.5,1,Y
IDCJAC0010,91259,2010,10,04,14.8,1,Y
IDCJAC0010,91259,2010,10,05,15.6,1,Y
IDCJAC0010,91259,2010,10,06,15.9,1,Y
IDCJAC0010,91259,2010,10,07,9.4,1,Y
IDCJAC0010,91259,2010,10,08,11.5,1,Y
IDCJAC0010,91259,2010,10,09,13.4,1,Y
IDCJAC0010,91259,2010,10,10,13.2,1,Y
IDCJAC0010,91259,2010,10,11,20.0,1,Y
IDCJAC0010,91259,2010,10,12,14.6,1,Y
IDCJAC0010,91259,2010,10,13,16.4,1,Y
IDCJAC0010,91259,2010,10,14,12.0,1,Y
IDCJAC0010,91259,2010,10,15,8.3,1,Y
IDCJAC0010,91259,2010,10,16,8.4,1,Y
IDCJAC0010,91259,2010,10,17,12.0,1,Y
IDCJAC0010,91259,2010,10,18,10.4,1,Y
IDCJAC0010,91259,2010,10,19,14.1,1,Y
IDCJAC0010,91259,2010,10,20,15.6,1,Y
IDCJAC0010,91259,2010,10,21,19.2,1,Y
IDCJAC0010,91259,2010,10,22,22.2,1,Y
IDCJAC0010,91259,2010,10,23,12.6,1,Y
IDCJAC0010,91259,2010,10,24,16.9,1,Y
IDCJAC0010,91259,2010,10,25,17.3,1,Y
IDCJAC0010,91259,2010,10,26,15.8,1,Y
IDCJAC0010,91259,2010,10,27,16.5,1,Y
IDCJAC0010,91259,2010,10,28,16.1,1,Y
IDCJAC0010,91259,2010,10,29,18.4,1,Y
IDCJAC0010,91259,2010,10,30,15.6,1,Y
IDCJAC0010,91259,2010,10,31,15.2,1,Y
IDCJAC0010,91259,2010,11,01,11.9,1,Y
IDCJAC0010,91259,2010,11,02,13.3,1,Y
IDCJAC0010,91259,2010,11,03,12.9,1,Y
IDCJAC0010,91259,2010,11,04,17.6,1,Y
IDCJAC0010,91259,2010,11,05,18.2,1,Y
IDCJAC0010,91259,2010,11,06,16.5,1,Y
IDCJAC0010,91259,2010,11,07,12.7,1,Y
IDCJAC0010,91259,2010,11,08,15.0,1,Y
IDCJAC0010,91259,2010,11,09,19.2,1,Y
IDCJAC0010,91259,2010,11,10,14.7,1,Y
IDCJAC0010,91259,2010,11,11,18.8,1,Y
IDCJAC0010,91259,2010,11,12,17.6,1,Y
IDCJAC0010,91259,2010,11,13,18.7,1,Y
IDCJAC0010,91259,2010,11,14,16.3,1,Y
IDCJAC0010,91259,2010,11,15,13.9,1,Y
IDCJAC0010,91259,2010,11,16,15.1,1,Y
IDCJAC0010,91259,2010,11,17,13.1,1,Y
IDCJAC0010,91259,2010,11,18,13.1,1,Y
IDCJAC0010,91259,2010,11,19,16.0,1,Y
IDCJAC0010,91259,2010,11,20,16.5,1,Y
IDCJAC0010,91259,2010,11,21,19.7,1,Y
IDCJAC0010,91259,2010,11,22,20.8,1,Y
IDCJAC0010,91259,2010,11,23,28.3,1,Y
IDCJAC0010,91259,2010,11,24,18.0,1,Y
IDCJAC0010,91259,2010,11,25,17.4,1,Y
IDCJAC0010,91259,2010,11,26,20.9,1,Y
IDCJAC0010,91259,2010,11,27,16.3,1,Y
IDCJAC0010,91259,2010,11,28,15.2,1,Y
IDCJAC0010,91259,2010,11,29,19.3,1,Y
IDCJAC0010,91259,2010,11,30,19.0,1,Y
IDCJAC0010,91259,2010,12,01,20.7,1,Y
IDCJAC0010,91259,2010,12,02,18.7,1,Y
IDCJAC0010,91259,2010,12,03,22.7,1,Y
IDCJAC0010,91259,2010,12,04,26.2,1,Y
IDCJAC0010,91259,2010,12,05,16.4,1,Y
IDCJAC0010,91259,2010,12,06,18.2,1,Y
IDCJAC0010,91259,2010,12,07,16.8,1,Y
IDCJAC0010,91259,2010,12,08,18.6,1,Y
IDCJAC0010,91259,2010,12,09,18.7,1,Y
IDCJAC0010,91259,2010,12,10,13.3,1,Y
IDCJAC0010,91259,2010,12,11,13.4,1,Y
IDCJAC0010,91259,2010,12,12,13.0,1,Y
IDCJAC0010,91259,2010,12,13,15.7,1,Y
IDCJAC0010,91259,2010,12,14,20.2,1,Y
IDCJAC0010,91259,2010,12,15,18.3,1,Y
IDCJAC0010,91259,2010,12,16,17.1,1,Y
IDCJAC0010,91259,2010,12,17,15.1,1,Y
IDCJAC0010,91259,2010,12,18,14.6,1,Y
IDCJAC0010,91259,2010,12,19,16.3,1,Y
IDCJAC0010,91259,2010,12,20,16.7,1,Y
IDCJAC0010,91259,2010,12,21,12.6,1,Y
IDCJAC0010,91259,2010,12,22,15.9,1,Y
IDCJAC0010,91259,2010,12,23,14.5,1,Y
IDCJAC0010,91259,2010,12,24,21.3,1,Y
IDCJAC0010,91259,2010,12,25,22.8,1,Y
IDCJAC0010,91259,2010,12,26,14.5,1,Y
IDCJAC0010,91259,2010,12,27,12.9,1,Y
IDCJAC0010,91259,2010,12,28,14.0,1,Y
IDCJAC0010,91259,2010,12,29,17.3,1,Y
IDCJAC0010,91259,2010,12,30,18.0,1,Y
IDCJAC0010,91259,2010,12,31,21.9,1,Y
